response_id,survey_date,last_tool_used,age,age_group_self_reported,occupation,employment_status,prior_education,annual_income_usd,income_range_self_reported,favorite_color,region,urbanicity,household_size,daily_task,primary_ai_use_case,last_prompt,ai_feedback_comment,sentiment_label_self_reported,preferred_device,subscription_status,usage_frequency,monthly_ai_budget_usd,trust_level,privacy_concern,decision_stage,info_source,adoption_motivation,likelihood_to_recommend,satisfaction_score,age_group,income_group,high_value_user,likely_to_pay,feedback_sentiment,tool_group,trust_score_num,privacy_score_num
R100574,2026-03-17,Gemini,44.0,25-34,Physician Assistant,Full-time,Master's degree,77000.0,$75k-$99k,Purple,West,Suburban,2.0,Creating lesson plans,Productivity,DRAFT A CUSTOMER SERVICE REPLY TO AN ANGRY CUSTOMER.,"It helps with boring tasks, but it makes mistakes quietly.",Mixed,Work computer,Paid individual,Monthly,2.0,High,High,Postpurchase behavior,Employer,be faster,9.0,4.0,35-44,$75K-$99K,No,No,Mixed,Gemini,4.0,3.0
R100575,2026-02-13,Gemini,35.0,35-44,Accountant,Contract,Master's degree,119000.0,$100k-$149k,Yellow,South,Suburban,1.0,Researching products,Personal organization,Make my resume sound more confident.,Surprisingly helpful; the answer was clear and easy to use.,,Smartphone,Trial,Rarely,10.0,Moderate,Low,Information search,Employer,Save time,,4.0,35-44,$100K-$149K,No,No,,Gemini,3.0,1.0
R100576,2026-04-30,Gemini,29.0,25-34,College Student,Full-time,Master's degree,77000.0,$75k-$99k,Red,Northeast,Suburban,2.0,Healthcare admin notes,Productivity,  COMPARE THREE LAPTOPS FOR A COLLEGE STUDENT UNDER $900.   ,It refused the simple thing but answered the risky thing.,Ugly,Laptop,Free,Rarely,11.0,High,Extreme,Purchase decision,Professor/teacher,Have fun,1.0,2.0,25-34,$75K-$99K,No,No,Ugly,Gemini,4.0,4.0
R100577,02/04/2026,Gemini,59.0,55-64,Administrative Assistant,Full-time,Bachelor's degree,75000.0,$75k-$99k,Blue,West,Urban,2.0,Budget planning ,Productivity,Explain this legal clause like I'm not a lawyer.,I trust it for simple tasks and summaries.,Positive,Smartphone,Not sure,Multiple times daily,0.0,Moderate,,Purchase decision,Social media,Learn faster,5.0,4.0,55+,$75K-$99K,No,No,Positive,Gemini,3.0,
R100578,2026-02-08,Gemini,37.0,35-44,Freelancer,Student,Master's degree,125000.0,$100k-$149k,Gray,Northeast,Suburban,4.0,Scheduling,Marketing content,Turn these notes into a presentation outline.,"It gave me fake citations, which is a big problem.",Negative,Laptop,Paid individual,Monthly,4.0,High,Low,Evaluation of alternatives,News article,Reduce stress,2.0,2.0,35-44,$100K-$149K,No,No,Negative,Gemini,4.0,1.0
R100579,"May 02, 2026",Gemini,36.0,adult,Lawyer,Full-time,Some college,129000.0,$50-74k,Lavender,Northeast,Urban,2.0,Meal planning,Shopping decisions,Write a bedtime story about a robot dog.,I worry about where my personal data goes.,Negative,Smartphone,,Multiple times daily,19.0,Very low,Low,Problem recognition,Employer,Make better decisions,1.0,1.0,35-44,$100K-$149K,No,No,Negative,Gemini,1.0,1.0
R100580,2026-03-06,Gemini,37.0,35-44,Data Analyst,Full-time,Master's degree,107000.0,$100k-$149k,Pink,South,Rural,2.0,meal planning,Research,make a study guide for my marketing exam., I hate that I need to fact-check every single line. ,Ugly,Desktop,,Weekly,0.0,Low,Moderate,Information search,Ad,free trial,1.0,1.0,35-44,$100K-$149K,No,No,Ugly,Gemini,2.0,2.0
R100581,2026-03-23,Gemini,18.0,18-24,SW Dev,Full-time,High school,41000.0,$50-74k,Blue,South,rural,2.0,Translation,Data analysis,Make my resume sound more confident.,The response felt robotic and missed the point.,Negative,Smartphone,Free,Rarely,1.0,High,High,,Ad,curiosity,3.0,3.0,18-24,$40K-$74K,No,No,Negative,Gemini,4.0,3.0
R100582,yesterday,Gemini,44.0,35-44,Freelancer,Full-time,Bachelor's degree,82000.0,$75k-$99k,rose,South,Suburban,4.0,Social media captions,Research,Make a study guide for my marketing exam.,"Useful for drafts, but I would never send the first version.",Mixed,Laptop,Free,A few times a week,8.0,High,Moderate,Evaluation of alternatives,YouTube,Make better decisions,8.0,4.0,35-44,$75K-$99K,No,No,Mixed,Gemini,4.0,2.0
R100583,2026-04-19,Gemini,50.0,45-54,Teacher,Freelance,Bachelor's degree,58000.0,$50k-$74k,Orange,Midwest,Suburban,1.0,Translation,Career planning,Suggest questions to ask before buying a used car.,The experience was average.,Neutral,Desktop,Free,Weekly,0.0,High,Moderate,Problem recognition,Social media,be faster,7.0,4.0,45-54,$40K-$74K,No,No,Neutral,Gemini,4.0,2.0
R100584,2026-04-21,Gemini,18.0,18-24,Graphic Designer,Full-time,Some college,9000.0,<$25k,Orange,Northeast,Urban,5.0,Coding,Customer support,Draft a customer service reply to an angry customer.," It helps with boring tasks, but it makes mistakes quietly. ",,Laptop,Free,Monthly,6.0,Moderate,Low,Postpurchase behavior,Social media,Improve writing,4.0,3.0,18-24,Under $40K,No,No,,Gemini,3.0,1.0
R100585,2026-02-12,Gemini,37.0,35-44,Data Analyst,Self-employed,Some college,115000.0,$100k-$149k,White,West,Urban,7.0,coding,Productivity,Find patterns in this survey data.,It repeats the same advice over and over.,Negative,Smartphone,Paid individual,A few times a week,23.0,Moderate,Low,Purchase decision,Employer,Learn faster,5.0,3.0,35-44,$100K-$149K,Yes,No,Negative,Gemini,3.0,1.0
R100586,2026-02-25,Gemini,,55-64,Financial Analyst,Part-time,Bachelor's degree,105000.0,$100k-$149k,Yellow,Northeast,Urban,2.0,Social media captions ,Health information,Can u check if this source is credible?,GREAT FOR BRAINSTORMING WHEN I DO NOT KNOW WHERE TO START.,Positive,Smartphone,Paid individual,Daily,32.0,High,High,Information search,Coworker,Be more creative,9.0,5.0,Unknown,$100K-$149K,Yes,No,Positive,Gemini,4.0,3.0
R100587,2026-04-01,Gemini,34.0,25-34,Software Developer,Freelance,Bachelor's degree,91000.0,$75k-$99k,Teal,International,Rural,5.0,Budget planning,Marketing content,Debug this Python error and explain what happened.,the tone options are actually really useful.,Positive,Smartphone,Paid individual,Daily,30.0,Low,Extreme,Purchase decision,Search engine,Automate routine work,5.0,3.0,25-34,$75K-$99K,Yes,No,Positive,Gemini,2.0,4.0
R100588,29-03-2026,Gemini,38.0,35-44,Journalist,Student,Bachelor's degree,91000.0,$75k-$99k,Black,Midwest,Urban,2.0,Customer service replies,Personal organization,debug this python error and explain what happened.,The tone options are actually really useful.,Positive,Smartphone,Free,Daily,0.0,Very low,Low,Postpurchase behavior,Professor/teacher,Improve writing,10.0,5.0,35-44,$75K-$99K,No,No,Positive,Gemini,1.0,1.0
R100590,2026-04-27,Gemini,43.0,35-44,Financial Analyst,Unemployed,Doctorate,159000.0,$150k+,Black,Northeast,Urban,4.0,Coding,Productivity,"What should I cook with chicken, rice, and spinach?","It helps with boring tasks, but it makes mistakes quietly.",Mixed,Smartphone,Free,Daily,7.0,Low,,Postpurchase behavior,News article,Save time,7.0,4.0,35-44,$150K+,No,No,Mixed,Gemini,2.0,
R100591,2026-02-03,Gemini,30.0,35-44,Teacher,Part-time,Associate degree,68000.0,$50k-$74k,Teal,Northeast,Rural,6.0,Travel planning,Career planning,debug this python error and explain what happened.,I have not used it enough to decide.,Neutral,Smartphone,Paid individual,Tried once,0.0,Low,High,Evaluation of alternatives,News article,Make better decisions,1.0,,25-34,$40K-$74K,No,No,Neutral,Gemini,2.0,3.0
R100592,04/14/2026,Unknown,50.0,45-54,Software Developer,Part-time,High school,62000.0,$50k-$74k,Blue,South,Suburban,4.0,Coding,Career planning,Create a 7-day meal plan for a busy family.,"It helps with boring tasks, but it makes mistakes quietly.",Mixed,Laptop,Free,Tried once,3.0,High,Moderate,Problem recognition,News article,curiosity,,3.0,45-54,$40K-$74K,No,No,Mixed,Unknown,4.0,2.0
R100593,2026-05-27,Gemini,30.0,25-34,Mktg Manager,Freelance,Bachelor's degree,59000.0,$50k-$74k,Green,South,Urban,1.0,Coding,Customer support,make this spreadsheet easier to understand.,It misunderstood the context and wasted my time.,Negative,Laptop,Free,Monthly,1.0,Low,High,Evaluation of alternatives,Professor/teacher,free trial,1.0,1.0,25-34,$40K-$74K,No,No,Negative,Gemini,2.0,3.0
R100594,2026-05-08,Gemini,39.0,35-44,Accountant,Contract,Some college,62000.0,$50k-$74k,RED,West,Suburban,4.0,Customer service replies,Productivity,Create a 7-day meal plan for a busy family.,It saved me an hour and made the task feel manageable.,Positive,Desktop,,Multiple times daily,20.0,High,High,Evaluation of alternatives,Ad,Make better decisions,8.0,4.0,35-44,$40K-$74K,No,No,Positive,Gemini,4.0,3.0
R100595,2026-02-19,Gemini,49.0,45-54,Freelancer,Full-time,Doctorate,90000.0,$100k-$149k,Pink,,Urban,2.0,Budget planning,Research,Brainstorm TikTok captions for a new product launch.,It made my work look more polished.,Positive,Smartphone,Paid individual,Tried once,0.0,Very high,Low,Evaluation of alternatives,Professor/teacher,Improve writing,10.0,5.0,45-54,$75K-$99K,No,No,Positive,Gemini,5.0,1.0
R100596,05/23/2026,Gemini,33.0,,Data Analyst,Full-time,High school,106000.0,$100k-$149k,Blue,Northeast,Suburban,4.0,Meal planning,Entertainment,Make this spreadsheet easier to understand.,THE SUGGESTIONS FELT PRACTICAL AND NOT TOO GENERIC.,Positive,Work computer,Trial,Weekly,0.0,High,High,Evaluation of alternatives,YouTube,Have fun,9.0,5.0,25-34,$100K-$149K,No,No,Positive,Gemini,4.0,3.0
R100598,2026-04-20,Gemini,36.0,35-44,Physician Assistant,Unemployed,Master's degree,103000.0,$100k-$149k,Purple,Northeast,Suburban,3.0,Customer service replies,Creative writing,Find patterns in this survey data.,It made my work look more polished.,Positive,Laptop,Free,A few times a week,9.0,High,Low,Postpurchase behavior,Friend/family,Learn faster,7.0,4.0,35-44,$100K-$149K,No,No,Positive,Gemini,4.0,1.0
R100599,2026-02-11,Gemini,18.0,18-24,Sales Associate,Student,High school,32000.0,$25k-$49k,Orange,Midwest,Urban,2.0,Customer service replies,Entertainment,Help me plan a budget for next month.,It helped me organize my thoughts when I was stuck.,Positive,Laptop,Not sure,Daily,0.0,High,High,Problem recognition,Coworker,Improve writing,10.0,5.0,18-24,Under $40K,No,No,Positive,Gemini,4.0,3.0
R100600,2026-04-14,Meta AI,18.0,18-24,Chef,Student,Associate degree,,$50k-$74k,Green,South,Rural,2.0,Researching products,Shopping decisions,Write a polite email asking 4 more time on a project.,The response felt robotic and missed the point.,Negative,Smartphone,Paid individual,Weekly,7.0,Moderate,High,Postpurchase behavior,YouTube,curiosity,5.0,2.0,18-24,Unknown,No,No,Negative,Meta AI,3.0,3.0
R100601,2026-02-13,Meta AI,18.0,18-24,Data Analyst,Student,Some college,53000.0,<$25k,Gray,Northeast,Urban,2.0,Summarizing articles,Financial planning,summarize this article in plain english.,I stopped using it after it made a mistake at work.,Negative,Laptop,Free,A few times a week,,Low,Low,Evaluation of alternatives,Search engine,Automate routine work,1.0,2.0,18-24,$40K-$74K,No,No,Negative,Meta AI,2.0,1.0
R100602,27-03-2026,Meta AI,18.0,18-24,Freelancer,Student,Master's degree,106000.0,$100k-$149k,White,,Urban,4.0,Presentation design,Productivity,Write a polite email asking for more time on a project.,"I use it every week, but I do not fully trust it.",Mixed,Laptop,Paid work/school,Monthly,7.0,High,Low,Not sure,Coworker,Compare options,1.0,2.0,18-24,$100K-$149K,No,No,Mixed,Meta AI,4.0,1.0
R100603,2026-03-19,Meta AI,21.0,18-24,Nurse,Full-time,Master's degree,50000.0,<$25k,Purple,Midwest,Urban,2.0,Personal finance,Coding,Find patterns in this survey data.,It refused the simple thing but answered the risky thing.,Ugly,Desktop,Paid individual,Daily,19.0,Moderate,High,Evaluation of alternatives,News article,Automate routine work,4.0,2.0,18-24,$40K-$74K,Yes,No,Ugly,Meta AI,3.0,3.0
R100604,03/14/2026,Meta AI,37.0,35-44,Retail Manager,Student,Master's degree,48000.0,$25k-$49k,Pink,West,Rural,4.0,Summarizing articles,Productivity,Make this spreadsheet easier to understand.,"It gave me fake citations, which is a big problem.",Negative,Laptop,Free,Rarely,0.0,Moderate,Extreme,Evaluation of alternatives,Podcast,Make better decisions,3.0,2.0,35-44,$40K-$74K,No,No,Negative,Meta AI,3.0,4.0
R100605,2026-04-08,Meta AI,38.0,35-44,Customer Support Rep,Freelance,Bachelor's degree,60000.0,$50k-$74k,GREEN,,Suburban,4.0,studying,Coding,Make this spreadsheet easier to understand.,it made my work look more polished.,Positive,Smartphone,Free,Daily,24.0,Moderate,,Evaluation of alternatives,Search engine,Make better decisions,9.0,5.0,35-44,$40K-$74K,No,No,Positive,Meta AI,3.0,
R100606,2026-02-19,Meta AI,35.0,35-44,Teacher,Full-time,Trade/Certificate,60000.0,$50k-$74k,blu,Northeast,Suburban,3.0,Social media captions,Health information,Draft a customer service reply to an angry customer.,It is another tool in the toolbox.,Neutral,Laptop,Free,Multiple times daily,24.0,Moderate,Moderate,Purchase decision,Search engine,Have fun,5.0,3.0,35-44,$40K-$74K,No,No,Neutral,Meta AI,3.0,2.0
R100607,"May 11, 2026",Meta AI,25.0,25-34,Data Analyst,Part-time,Some college,80000.0,$25k-$49k,Black,Midwest,Urban,7.0,Summarizing articles,Research,Summarize this article in plain English.,The tone options are actually really useful.,Positive,Smartphone,Trial,Weekly,19.0,Very high,High,Problem recognition,Professor/teacher,Be more creative,10.0,5.0,25-34,$75K-$99K,No,No,Positive,Meta AI,5.0,3.0
R100608,"May 26, 2026",Meta AI,40.0,35-44,UX Designer,Student,Bachelor's degree,106000.0,$150k+,Teal,Midwest,Rural,4.0,Healthcare admin notes,Personal organization,Write a bedtime story about a robot dog.,The suggestions felt practical and not too generic.,Positive,Smartphone,Free,Daily,25.0,High,Moderate,Evaluation of alternatives,Social media,Save time,6.0,,35-44,$100K-$149K,No,No,Positive,Meta AI,4.0,2.0
R100609,2026-05-10,Meta AI,47.0,45-54,Researcher,Full-time,Associate degree,104000.0,,Green,South,Rural,4.0,Data analysis,Productivity,Suggest questions to ask before buying a used car.,I like how fast it gives me a first draft.,,Smartphone,Not sure,Multiple times daily,23.0,Moderate,Low,Postpurchase behavior,YouTube,Learn faster,10.0,5.0,45-54,$100K-$149K,No,No,,Meta AI,3.0,1.0
R100610,2026-05-25,Meta AI,29.0,25-34,Freelancer,Full-time,Associate degree,57000.0,$50k-$74k,Black,International,Suburban,5.0,Healthcare admin notes,Career planning,Turn these notes into a presentation outline.,"It helps with boring tasks, but it makes mistakes quietly.",,Desktop,Paid work/school,A few times a week,16.0,Very low,Moderate,Postpurchase behavior,YouTube,Save time,2.0,2.0,25-34,$40K-$74K,Yes,No,,Meta AI,1.0,2.0
R100611,2026-05-29,Other,40.0,35-44,Data Analyst,Self-employed,Some college,143000.0,$100k-$149k,Green,West,Suburban,4.0,Writing emails,Productivity,Write a bedtime story about a robot dog.,The response felt robotic and missed the point.,Negative,Desktop,Free,Daily,11.0,High,Moderate,Postpurchase behavior,YouTube,Be more creative,,3.0,35-44,$100K-$149K,No,No,Negative,Other,4.0,2.0
R100612,2026-02-01,Meta AI,38.0,35-44,Construction Manager,Full-time,Associate degree,78000.0,$75k-$99k,Yellow,South,Urban,4.0,Brainstorming content,Creative writing,Translate this message into Spanish but keep it casual.,The experience was average!!!,Neutral,Laptop,Paid work/school,Daily,21.0,Moderate,Low,Purchase decision,Friend/family,Reduce stress,8.0,4.0,35-44,$75K-$99K,Yes,No,Neutral,Meta AI,3.0,1.0
R100613,03/03/2026,Meta AI,39.0,35-44,Engineer,Contract,High school,78000.0,$75k-$99k,Yellow,Northeast,Suburban,1.0,Writing emails,Marketing content,create a 7-day meal plan for a busy family.,Surprisingly helpful; the answer was clear and easy to use.,Positive,Laptop,Free,Multiple times daily,26.0,Low,,Evaluation of alternatives,Professor/teacher,Make better decisions,9.0,5.0,35-44,$75K-$99K,No,No,Positive,Meta AI,2.0,
R100614,2026-02-14,Meta AI,18.0,25 - 34,Content Creator,Freelance,Associate degree,9000.0,<$25k,Black,West,Urban,,Brainstorming content,Creative writing,Find patterns in this survey data., Great for brainstorming when I do not know where to start. ,Positive,Smartphone,Free,Daily,0.0,High,Moderate,Postpurchase behavior,,Improve writing,9.0,,18-24,Under $40K,No,No,Positive,Meta AI,4.0,2.0
R100615,04/16/2026,Meta AI,51.0,45-54,Student,Unemployed,Bachelor's degree,30000.0,$25k-$49k,Gray,Midwest,Suburban,2.0,customer service replies,Marketing content,Make my resume sound more confident.,I like how fast it gives me a first draft.,Positive,Laptop,Paid work/school,Daily,43.0,Moderate,High,Information search,,free trial,8.0,4.0,45-54,Under $40K,Yes,No,Positive,Meta AI,3.0,3.0
R100616,"Feb 09, 2026",Other,41.0,35-44,Teacher,Student,Bachelor's degree,83000.0,$75k-$99k,Teal,West,Suburban,2.0,Job applications,Entertainment,Turn these notes into a presentation outline.,It repeats the same advice over and over.,Negative,Smartphone,Paid individual,A few times a week,14.0,High,Low,Evaluation of alternatives,Search engine,,3.0,3.0,35-44,$75K-$99K,Yes,No,Negative,Other,4.0,1.0
R100617,2026-05-29,Meta AI,27.0,25 - 34,Lawyer,Part-time,Master's degree,113000.0,$100k-$149k,RED,Midwest,Suburban,3.0,Writing emails,Coding,Compare three laptops for a college student under $900.,"It helps with boring tasks, but it makes mistakes quietly.",Mixed,Laptop,Free,Multiple times daily,16.0,High,High,Evaluation of alternatives,Podcast,Improve writing,7.0,4.0,25-34,$100K-$149K,No,No,Mixed,Meta AI,4.0,3.0
R100618,03/05/2026,Meta AI,22.0,18-24,Student,Contract,Bachelor's degree,61000.0,$50k-$74k,Purple,South,Suburban,5.0,Data analysis,Financial planning,Write a bedtime story about a robot dog.,"The tool is impressive, but I still need a human review.",Mixed,Smartphone,Paid individual,Daily,49.0,Low,High,Problem recognition,Search engine,Be more creative,3.0,2.0,18-24,$40K-$74K,Yes,No,Mixed,Meta AI,2.0,3.0
R100619,Spring 2026,Meta AI,38.0,35-44,K-12 Teacher,Freelance,Bachelor's degree,106000.0,$100k-$149k,red,South,Suburban,3.0,Creating lesson plans,Personal organization,Create a 7-day meal plan for a busy family.,I mostly use it for small things.,Neutral,Work computer,Paid individual,Monthly,1.0,Moderate,Extreme,Evaluation of alternatives,YouTube,Reduce stress,8.0,4.0,35-44,$100K-$149K,No,No,Neutral,Meta AI,3.0,4.0
R100620,2026-02-16,Meta AI,40.0,35-44,Data Analyst,Contract,Master's degree,156000.0,$150k+,White,Northeast,Suburban,1.0,Presentation design,Customer support,Write a bedtime story about a robot dog.,Great for brainstorming when I do not know where to start.,Positive,Smartphone,Free,Weekly,3.0,High,Moderate,Postpurchase behavior,Social media,Learn faster,10.0,5.0,35-44,$150K+,No,No,Positive,Meta AI,4.0,2.0
R100621,2026-04-20,Meta AI,45.0,45-54,Financial Analyst,Full-time,Bachelor's degree,76000.0,$75k-$99k,Green,Northeast,,2.0,Researching products,Personal organization,Translate this message into Spanish but keep it casual.,It helped me organize my thoughts when I was stuck.,Positive,Work computer,Free,Weekly,0.0,High,Moderate,Postpurchase behavior,Professor/teacher,,10.0,5.0,45-54,$75K-$99K,No,No,Positive,Meta AI,4.0,2.0
R100622,2026-02-12,Meta AI,43.0,35-44,Marketing Manager,Freelance,Master's degree,92000.0,$75k-$99k,Purple,South,Rural,2.0,Personal finance,Entertainment,Make my resume sound more confident.,The output is decent if I ask the question the right way.,Mixed,Laptop,Free,A few times a week,0.0,Moderate,High,Evaluation of alternatives,YouTube,Save time,5.0,3.0,35-44,$75K-$99K,No,No,Mixed,Meta AI,3.0,3.0
R100623,yesterday,Meta AI,21.0,18-24,data analyst,Freelance,Bachelor's degree,34000.0,$25k-$49k,Yellow,South,Urban,5.0,Budget planning,Creative writing,Translate this message into Spanish but keep it casual.,"I use it every week, but I do not fully trust it.",Mixed,Laptop,Free,Multiple times daily,21.0,Moderate,,Evaluation of alternatives,Social media,Reduce stress,5.0,3.0,18-24,Under $40K,No,No,Mixed,Meta AI,3.0,
R100624,03/26/2026,Other,29.0,25-34,Developer,Full-time,Bachelor's degree,130000.0,$100k-$149k,grey,South,Urban,2.0,Travel planning,Productivity,Can you check if this source is credible?,The free version is useful but too limited.,Negative,Laptop,Trial,A few times a week,10.0,Low,Moderate,Evaluation of alternatives,Social media,Be more creative,1.0,2.0,25-34,$100K-$149K,No,No,Negative,Other,2.0,2.0
R100625,2026-04-23,Meta AI,41.0,35-44,Software Developer,Student,Bachelor's degree,104000.0,$100k-$149k,Teal,International,Urban,4.0,legal research,Creative writing,Find patterns in this survey data.,It made my work look more polished.,Positive,Smartphone,Paid work/school,Monthly,5.0,High,Low,Information search,Social media,Be more creative,10.0,5.0,35-44,$100K-$149K,No,No,Positive,Meta AI,4.0,1.0
R100626,2026-04-22,Meta AI,43.0,35-44,Freelancer,Full-time,Master's degree,89000.0,$75k-$99k,black,Northeast,Suburban,1.0,Customer service replies,Customer support,Make this spreadsheet easier to understand.,"It is worth trying, but not worth paying for yet.",Mixed,Tablet,Paid individual,Daily,31.0,Low,,Problem recognition,Friend/family,less stress,1.0,2.0,35-44,$75K-$99K,Yes,No,Mixed,Meta AI,2.0,
R100627,03/17/2026,Meta AI,30.0,45-54,Financial Analyst,Student,Bachelor's degree,111000.0,$100k-$149k,crimson,West,Rural,4.0,Writing emails,Productivity,can you check if this source is credible?,"It helps me start, but I finish the work myself.",Mixed,Laptop,Free,Multiple times daily,29.0,High,High,Evaluation of alternatives,News article,Improve writing,7.0,4.0,25-34,$100K-$149K,No,No,Mixed,Meta AI,4.0,3.0
R100628,2026-03-22,Meta AI,36.0,35-44,Nonprofit Coordinator,Self-employed,High school,83000.0,$75k-$99k,Blue,South,Suburban,4.0,Social media captions,Coding,summarize this article in plain english.,Surprisingly helpful; the answer was clear and easy to use.,Positive,Smartphone,Paid individual,Multiple times daily,36.0,High,Moderate,Postpurchase behavior,Search engine,Learn faster,8.0,5.0,35-44,$75K-$99K,Yes,No,Positive,Meta AI,4.0,2.0
R100629,2026-04-13,Other,35.0,35-44,Teacher,,Bachelor's degree,72000.0,$50k-$74k,Green,South,Suburban,5.0,Job applications,Customer support,"What should I cook with chicken, rice, and spinach?",It made my work look more polished.,Positive,Smartphone,Paid work/school,Multiple times daily,,High,,Postpurchase behavior,Employer,Save time,7.0,4.0,35-44,$40K-$74K,Yes,No,Positive,Other,4.0,
R100630,2026-02-15,Meta AI,42.0,35-44,Freelancer,Retired,Bachelor's degree,73000.0,$50k-$74k,Green,Midwest,Urban,2.0,Job applications,Research,Summarize this article in plain English.,It is becoming part of my daily workflow.,Positive,Laptop,Paid work/school,Monthly,3.0,High,Moderate,Evaluation of alternatives,Ad,Have fun,10.0,5.0,35-44,$40K-$74K,No,No,Positive,Meta AI,4.0,2.0
R100631,03/03/2026,Meta AI,46.0,45-54,Freelancer,Retired,Bachelor's degree,82000.0,$75k-$99k,Black,West,Urban,2.0,Social media captions ,Marketing content,Brainstorm TikTok captions for a new product launch.,The tone options are actually really useful.,Positive,Smartphone,Free,Weekly,11.0,High,High,Postpurchase behavior,Search engine,Reduce stress,9.0,4.0,45-54,$75K-$99K,No,No,Positive,Meta AI,4.0,3.0
R100632,2026-04-29,Meta AI,55.0,55-64,STUDENT,Full-time,Some college,9000.0,<$25k,navy,Northeast,Suburban,4.0,Translation,Shopping decisions,Summarize this article in plain English.,"Great assistant, terrible source checker.",Mixed,Smartphone,Paid individual,Tried once,1.0,Very high,Moderate,Postpurchase behavior,Employer,Make better decisions,7.0,10.0,55+,Under $40K,No,Yes,Mixed,Meta AI,5.0,2.0
R100633,2026-04-18,Meta AI,41.0,35-44,Small Business Owner,Full-time,Bachelor's degree,26000.0,$25k-$49k,White,South,Suburban,2.0,Healthcare admin notes,Productivity,Write a polite email asking for more time on a project.,It is becoming part of my daily workflow.,Positive,Laptop,Free,A few times a week,22.0,High,Moderate,Evaluation of alternatives,YouTube,Automate routine work,10.0,5.0,35-44,Under $40K,No,No,Positive,Meta AI,4.0,2.0
R100634,2026-03-31,Meta AI,42.0,35-44,Data Analyst,Full-time,Master's degree,88000.0,$25k-$49k,Teal,Northeast,Rural,3.0,Legal research,Career planning,Write a polite email asking for more time on a project.,"It helps me start, but I finish the work myself.",Mixed,laptop,Free,Daily,0.0,High,Low,Problem recognition,Employer,Be more creative,7.0,4.0,35-44,$75K-$99K,No,No,Mixed,Meta AI,4.0,1.0
R100635,2026-05-26,Meta AI,30.0,25-34,Retail Manager,Full-time,Bachelor's degree,100000.0,$100k-$149k,Blue,West,Suburban,2.0,Studying,Health information,Give me ideas for a weekend trip.,It is becoming part of my daily workflow.,Positive,Desktop,Trial,Daily,9.0,Very high,Extreme,Problem recognition,Social media,Automate routine work,10.0,5.0,25-34,$100K-$149K,No,No,Positive,Meta AI,5.0,4.0
R100637,05/27/2026,Meta AI,18.0,18-24,Developer,Full-time,Trade/Certificate,93000.0,$75k-$99k,Red,Midwest,Urban,2.0,budget planning,Coding,Translate this message into Spanish but keep it casual.," It helps with boring tasks, but it makes mistakes quietly. ",Mixed,Laptop,Trial,Weekly,27.0,Moderate,Moderate,Evaluation of alternatives,Podcast,Make better decisions,6.0,3.0,18-24,$75K-$99K,No,No,Mixed,Meta AI,3.0,2.0
R100638,2026-05-07,Meta AI,25.0,25-34,Marketing Manager,Full-time,Bachelor's degree,92000.0,$75k-$99k,Black,South,Suburban,3.0,Personal finance,Financial planning,Debug this Python error and explain what happened.,It saved me an hour and made the task feel manageable.,Positive,Smartphone,Paid work/school,A few times a week,41.0,High,Moderate,Evaluation of alternatives,Search engine,free trial,4.0,3.0,25-34,$75K-$99K,Yes,No,Positive,Meta AI,4.0,2.0
R100639,2026-05-05,Meta AI,20.0,18-24,Nonprofit Coordinator,Contract,Bachelor's degree,57000.0,$50k-$74k,orange,West,Rural,4.0,Job applications,Personal organization,Summarize this article in plain English.,The output is decent if I ask the question the right way.,Mixed,Desktop,Paid individual,Daily,15.0,Moderate,Low,Evaluation of alternatives,Friend/family,Compare options,5.0,3.0,18-24,$40K-$74K,Yes,No,Mixed,Meta AI,3.0,1.0
R100640,04/14/2026,Meta AI,53.0,45-54,Nurse,Full-time,Some college,9000.0,<$25k,White,Midwest,Urban,2.0,Presentation design,Career planning,Find patterns in this survey data.,"I LIKE IT FOR IDEAS, BUT PRIVACY STILL BOTHERS ME.",Mixed,Laptop,Free,Rarely,0.0,Moderate,Low,Postpurchase behavior,Ad,Learn faster,2.0,2.0,45-54,Under $40K,No,No,Mixed,Meta AI,3.0,1.0
R100641,02/02/2026,Meta AI,52.0,45-54,Nurse,Unemployed,Master's degree,76000.0,$75k-$99k,Black,Northeast,Urban,2.0,Scheduling,Productivity,Give me ideas for a weekend trip.,"It is worth trying, but not worth paying for yet.",Mixed,Smartphone,Trial,Daily,0.0,Moderate,Moderate,Purchase decision,Employer,Make better decisions,4.0,3.0,45-54,$75K-$99K,No,No,Mixed,Meta AI,3.0,2.0
R100642,"Feb 27, 2026",Meta AI,18.0,18-24,Marketing Manager,Full-time,Some college,42000.0,$25k-$49k,White,South,Rural,1.0,Travel planning,Entertainment,Debug this Python error and explain what happened.,"It is worth trying, but not worth paying for yet.",Mixed,Smartphone,Paid individual,Monthly,0.0,High,High,Postpurchase behavior,Employer,Be more creative,10.0,4.0,18-24,$40K-$74K,No,No,Mixed,Meta AI,4.0,3.0
R100643,2026-03-01,Meta AI,,adult,Freelancer,Full-time,Associate degree,74000.0,$50k-$74k,gold,South,Urban,1.0,Travel planning,Shopping decisions,Turn these notes into a presentation outline.,The experience was average.,,Laptop,Trial,Monthly,0.0,High,Moderate,Evaluation of alternatives,Coworker,Compare options,9.0,4.0,Unknown,$40K-$74K,No,No,,Meta AI,4.0,2.0
